product_id,product_name,category,price,cost,stock_quantity,supplier
PRD_335,Mini Card Game,Toys & Games,85.3,54.73,302,Ravensburger Trade
PRD_336,Educational Board Game,Toys & Games,76.83,39.62,136,Learning Resources UK
PRD_337,Creative Card Game,Toys & Games,25.15,16.96,382,Learning Resources UK
PRD_338,Wooden Puzzle Set,Toys & Games,86.61,62.69,550,Mattel Wholesale
PRD_339,Educational Action Figure,Toys & Games,93.32,61.04,83,Character Options
PRD_340,Junior Doll House,Toys & Games,58.03,38.37,79,Character Options
PRD_341,Deluxe Action Figure,Toys & Games,20.56,14.36,517,Mattel Wholesale
PRD_342,Creative Remote Control Car,Toys & Games,72.13,35.7,335,Character Options
PRD_343,Deluxe Puzzle Set,Toys & Games,57.48,37.6,597,Learning Resources UK
PRD_344,Interactive Building Blocks,Toys & Games,18.18,10.96,56,Learning Resources UK
PRD_345,Interactive Action Figure,Toys & Games,22.77,13.08,577,Hasbro Distribution
PRD_346,Travel Doll House,Toys & Games,70.58,46.01,315,Hasbro Distribution
PRD_347,Educational Puzzle Set,Toys & Games,52.34,36.37,223,Character Options
PRD_348,Educational Remote Control Car,Toys & Games,16.17,9.33,65,Character Options
PRD_349,Classic Remote Control Car,Toys & Games,119.33,87.16,70,Learning Resources UK
PRD_350,Family Building Blocks,Toys & Games,11.54,6.61,138,Learning Resources UK
PRD_351,Junior Train Set,Toys & Games,49.93,35.82,459,Learning Resources UK
PRD_352,Interactive Card Game,Toys & Games,50.06,32.78,552,Mattel Wholesale
PRD_353,Deluxe Board Game,Toys & Games,81.19,45.01,182,Character Options
PRD_354,Creative Doll House,Toys & Games,52.01,25.39,228,Hasbro Distribution
PRD_355,Interactive Remote Control Car,Toys & Games,92.68,68.91,474,Character Options
PRD_356,Mini Remote Control Car,Toys & Games,55.49,31.28,235,Mattel Wholesale
PRD_357,Travel Building Blocks,Toys & Games,59.58,29.58,193,Hasbro Distribution
PRD_358,Wooden Remote Control Car,Toys & Games,11.6,7.52,16,Mattel Wholesale
PRD_359,Mini Puzzle Set,Toys & Games,31.07,14.92,34,Learning Resources UK
PRD_360,Educational Card Game,Toys & Games,74.94,49.53,49,Mattel Wholesale
PRD_361,Outdoor Lead,Pet Supplies,98.85,55.14,267,Petface
PRD_362,Interactive Lead,Pet Supplies,95.22,57.05,100,Bob Martin Trade
PRD_363,Adjustable Pet Bowl,Pet Supplies,138.51,75.64,208,Petface
PRD_364,Premium Scratching Post,Pet Supplies,60.44,28.03,226,Rosewood Pet
PRD_365,Orthopaedic Chew Toy,Pet Supplies,8.81,5.43,598,Johnson's Veterinary
PRD_366,Grain-Free Harness,Pet Supplies,131.27,70.7,200,Petface
PRD_367,Premium Pet Carrier,Pet Supplies,46.01,28.57,251,Bob Martin Trade
PRD_368,Outdoor Dog Bed,Pet Supplies,101.8,74.62,345,Petface
PRD_369,Adjustable Treat Pouch,Pet Supplies,138.81,82.81,502,Bob Martin Trade
PRD_370,Washable Treat Pouch,Pet Supplies,35.26,24.28,173,Rosewood Pet
PRD_371,Adjustable Harness,Pet Supplies,131.32,78.33,555,Pets at Home Trade
PRD_372,Interactive Litter Tray,Pet Supplies,97.16,68.18,76,Pets at Home Trade
PRD_373,Natural Dog Bed,Pet Supplies,138.98,79.74,236,Pets at Home Trade
PRD_374,Premium Chew Toy,Pet Supplies,129.04,58.42,517,Bob Martin Trade
PRD_375,Washable Pet Bowl,Pet Supplies,70.93,45.07,494,Bob Martin Trade
PRD_376,Grain-Free Dog Bed,Pet Supplies,8.73,5.32,421,Pets at Home Trade
PRD_377,Outdoor Pet Carrier,Pet Supplies,8.9,5.93,548,Petface
PRD_378,Durable Dog Bed,Pet Supplies,8.97,6.22,440,Rosewood Pet
PRD_379,Orthopaedic Dog Bed,Pet Supplies,24.61,11.79,152,Rosewood Pet
PRD_380,Indoor Lead,Pet Supplies,39.39,23.95,362,Petface
PRD_381,Interactive Pet Bowl,Pet Supplies,144.31,68.36,415,Bob Martin Trade
PRD_382,Washable Cat Tree,Pet Supplies,104.3,77.92,231,Petface
PRD_383,Premium Dog Bed,Pet Supplies,125.01,88.05,32,Pets at Home Trade
PRD_384,Indoor Dog Bed,Pet Supplies,76.51,43.09,487,Pets at Home Trade
PRD_385,Outdoor Treat Pouch,Pet Supplies,116.78,77.17,84,Bob Martin Trade
PRD_386,Grain-Free Pet Bowl,Pet Supplies,153.08,98.5,339,Johnson's Veterinary
PRD_387,Grain-Free Cat Tree,Pet Supplies,176.05,130.66,540,Pets at Home Trade
PRD_388,Washable Litter Tray,Pet Supplies,45.97,33.12,580,Bob Martin Trade
PRD_389,Natural Chew Toy,Pet Supplies,53.16,38.66,287,Johnson's Veterinary
PRD_390,Indoor Harness,Pet Supplies,104.04,47.84,322,Pets at Home Trade
PRD_391,Natural Scratching Post,Pet Supplies,173.29,108.5,407,Pets at Home Trade
PRD_392,Outdoor Cat Tree,Pet Supplies,58.06,35.95,580,Bob Martin Trade
PRD_393,Interactive Treat Pouch,Pet Supplies,123.79,75.78,393,Rosewood Pet
PRD_394,Durable Pet Bowl,Pet Supplies,143.54,94.28,80,Johnson's Veterinary
PRD_395,Indoor Treat Pouch,Pet Supplies,135.7,75.14,100,Bob Martin Trade
PRD_396,Orthopaedic Lead,Pet Supplies,46.38,21.93,406,Petface
PRD_397,Adjustable Scratching Post,Pet Supplies,11.14,5.93,461,Bob Martin Trade
PRD_398,Outdoor Scratching Post,Pet Supplies,45.69,28.14,384,Bob Martin Trade
PRD_399,Orthopaedic Cat Tree,Pet Supplies,38.31,23.97,389,Pets at Home Trade
PRD_400,Durable Lead,Pet Supplies,140.35,75.59,252,Pets at Home Trade
